site,name,name_new,unit,unit_new,comment
DBF_天然栎林_宝天曼,minute,,/,,""
DBF_天然栎林_宝天曼,NEE,,mg CO2 m-2 s-1,,""
DBF_天然栎林_宝天曼,RE,,mg CO2 m-2 s-1,,""
DBF_天然栎林_宝天曼,GEE,,mg CO2 m-2 s-1,,""
DBF_天然栎林_宝天曼,LE,,W m-2,,""
DBF_天然栎林_宝天曼,Hs,,W m-2,,""
DBF_天然栎林_宝天曼,Ta,,℃,,""
DBF_天然栎林_宝天曼,Ta_canopy,,℃,,""
DBF_天然栎林_宝天曼,RH,,%,,""
DBF_天然栎林_宝天曼,RH_canopy,,%,,""
DBF_天然栎林_宝天曼,WS,,m s-1,,""
DBF_天然栎林_宝天曼,WS_canopy,,m s-1,,""
DBF_天然栎林_宝天曼,WD,,Deg,,""
DBF_天然栎林_宝天曼,Pa,,kpa,,""
DBF_天然栎林_宝天曼,PAR,,μmol m-2 s-1,,""
DBF_天然栎林_宝天曼,Rs,,Wm-2,,""
DBF_天然栎林_宝天曼,Rs_out,,Wm-2,,""
DBF_天然栎林_宝天曼,Rln_in,,Wm-2,,""
DBF_天然栎林_宝天曼,Rln_out,,Wm-2,,""
DBF_天然栎林_宝天曼,Rn,,Wm-2,,""
DBF_天然栎林_宝天曼,TS_5cm,,℃,,""
DBF_天然栎林_宝天曼,TS_20cm,,℃,,""
DBF_天然栎林_宝天曼,SM_10cm,,m3 m-3,,""
DBF_天然栎林_宝天曼,SM_20cm,,m3 m-3,,""
DBF_天然栎林_宝天曼,SM_50cm,,m3 m-3,,""
DBF_天然栎林_宝天曼,Prcp,,mm,,""
EBF_热带雨林_西双版纳,year,,/,,""
EBF_热带雨林_西双版纳,month,,/,,""
EBF_热带雨林_西双版纳,day,,/,,""
EBF_热带雨林_西双版纳,hour,,/,,""
EBF_热带雨林_西双版纳,minute,,/,,""
EBF_热带雨林_西双版纳,NEE,,mg.CO2.m-2.s-1,,""
EBF_热带雨林_西双版纳,RE,,mg.CO2.m-2.s-1,,""
EBF_热带雨林_西双版纳,GEE,,mg.CO2.m-2.s-1,,""
EBF_热带雨林_西双版纳,LE,,W m-2,,""
EBF_热带雨林_西双版纳,Hs,,W m-2,,""
EBF_热带雨林_西双版纳,ET,,g m-2 s-1,,""
EBF_热带雨林_西双版纳,Ta,,℃,,""
EBF_热带雨林_西双版纳,Ta_canopy,,℃,,""
EBF_热带雨林_西双版纳,RH,,%,,""
EBF_热带雨林_西双版纳,RH_canopy,,%,,""
EBF_热带雨林_西双版纳,ea,,kpa,,""
EBF_热带雨林_西双版纳,ea_canopy,,kpa,,""
EBF_热带雨林_西双版纳,WS,,m s-1,,""
EBF_热带雨林_西双版纳,WS_canopy,,m s-1,,""
EBF_热带雨林_西双版纳,WD,,Deg,,""
EBF_热带雨林_西双版纳,Pa,,kpa,,""
EBF_热带雨林_西双版纳,Rs,,W m-2,,""
EBF_热带雨林_西双版纳,Rn,,W m-2,,""
EBF_热带雨林_西双版纳,PAR,,μmol m-2 s-1,,""
EBF_热带雨林_西双版纳,TS_0cm,,℃,,""
EBF_热带雨林_西双版纳,TS_40cm,,℃,,""
EBF_热带雨林_西双版纳,TS_60cm,,℃,,""
EBF_热带雨林_西双版纳,TS_80cm,,℃,,""
EBF_热带雨林_西双版纳,TS_100cm,,℃,,""
EBF_热带雨林_西双版纳,SM_5cm,,m3 m-3,,""
EBF_热带雨林_西双版纳,SM_20cm,,m3 m-3,,""
EBF_热带雨林_西双版纳,SM_40cm,,m3 m-3,,""
EBF_热带雨林_西双版纳,Prcp,,mm,,""
EBF_橡胶林_海南儋州,year,,-,,""
EBF_橡胶林_海南儋州,doy,,-,,""
EBF_橡胶林_海南儋州,hour,,-,,""
EBF_橡胶林_海南儋州,NEE_original,,umol·m-2·s-1,,""
EBF_橡胶林_海南儋州,LE,,W·m-2,,""
EBF_橡胶林_海南儋州,Hs,,W·m-2,,""
EBF_橡胶林_海南儋州,ET,,g·m-2·s-1,,""
EBF_橡胶林_海南儋州,NEE,,umol·m-2·s-1,,""
EBF_橡胶林_海南儋州,Reco,,umol·m-2·s-1,,""
EBF_橡胶林_海南儋州,GPP,,umol·m-2·s-1,,""
EBF_橡胶林_海南儋州,Ta,,℃,,""
EBF_橡胶林_海南儋州,Ta_canopy,,℃,,""
EBF_橡胶林_海南儋州,RH,,%,,""
EBF_橡胶林_海南儋州,RH_canopy,,%,,""
EBF_橡胶林_海南儋州,ea,,kPa,,""
EBF_橡胶林_海南儋州,ea_canopy,,kPa,,""
EBF_橡胶林_海南儋州,WS,,m·s-1,,""
EBF_橡胶林_海南儋州,WS_canopy,,m·s-1,,""
EBF_橡胶林_海南儋州,WD,,degree,,""
EBF_橡胶林_海南儋州,PAR,,umol·m-2·s-1,,""
EBF_橡胶林_海南儋州,Rs,,W·m-2,,""
EBF_橡胶林_海南儋州,Rn,,W·m-2,,""
EBF_橡胶林_海南儋州,Ts_2cm,,℃,,""
EBF_橡胶林_海南儋州,Ts_5cm,,℃,,""
EBF_橡胶林_海南儋州,Ts_20cm,,℃,,""
EBF_橡胶林_海南儋州,Ts_50cm,,℃,,""
EBF_橡胶林_海南儋州,SM_5cm,,%,,""
EBF_橡胶林_海南儋州,SM_20cm,,%,,""
EBF_橡胶林_海南儋州,SM_50cm,,%,,""
EBF_橡胶林_海南儋州,Pa,,kPa,,""
EBF_橡胶林_海南儋州,Prcp,,mm,,""
EBF_橡胶林_西双版纳,year,,/,,""
EBF_橡胶林_西双版纳,month,,/,,""
EBF_橡胶林_西双版纳,day,,/,,""
EBF_橡胶林_西双版纳,hour,,/,,""
EBF_橡胶林_西双版纳,minute,,/,,""
EBF_橡胶林_西双版纳,NEE,,umolm-2s-1,,""
EBF_橡胶林_西双版纳,RE,,umolm-2s-1,,""
EBF_橡胶林_西双版纳,GPP,,umolm-2s-1,,""
EBF_橡胶林_西双版纳,LE,,W m-2,,""
EBF_橡胶林_西双版纳,Hs,,W m-2,,""
EBF_橡胶林_西双版纳,ET,,g/m-2s-1,,""
EBF_橡胶林_西双版纳,Ta,,℃,,""
EBF_橡胶林_西双版纳,Ta_canopy,,℃,,""
EBF_橡胶林_西双版纳,RH,,%,,""
EBF_橡胶林_西双版纳,RH_canopy,,%,,""
EBF_橡胶林_西双版纳,ea,,kpa,,""
EBF_橡胶林_西双版纳,ea_canopy,,kpa,,""
EBF_橡胶林_西双版纳,WS,,m s-1,,""
EBF_橡胶林_西双版纳,WS_canopy,,m s-1,,""
EBF_橡胶林_西双版纳,WD,,Deg,,""
EBF_橡胶林_西双版纳,Pa,,hpa,,""
EBF_橡胶林_西双版纳,Rs,,W m-2,,""
EBF_橡胶林_西双版纳,Rn,,W m-2,,""
EBF_橡胶林_西双版纳,PAR,,μmol m-2 s-1,,""
EBF_橡胶林_西双版纳,TS_0cm,,℃,,""
EBF_橡胶林_西双版纳,TS_5cm,,℃,,""
EBF_橡胶林_西双版纳,TS_20cm,,℃,,""
EBF_橡胶林_西双版纳,TS_100cm,,℃,,""
EBF_橡胶林_西双版纳,SM_5cm,,m3 m-3,,""
EBF_橡胶林_西双版纳,SM_20cm,,m3 m-3,,""
EBF_橡胶林_西双版纳,SM_100cm,,m3 m-3,,""
EBF_橡胶林_西双版纳,Prcp,,mm,,""
EBF_亚热带常绿阔叶林_哀牢山,year,,/,,""
EBF_亚热带常绿阔叶林_哀牢山,month,,/,,""
EBF_亚热带常绿阔叶林_哀牢山,day,,/,,""
EBF_亚热带常绿阔叶林_哀牢山,hour,,/,,""
EBF_亚热带常绿阔叶林_哀牢山,minute,,/,,""
EBF_亚热带常绿阔叶林_哀牢山,NEE,,mg CO2 m-2 s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,RE,,mg CO2 m-2 s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,GPP,,mg CO2 m-2 s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,LE,,Wm-2,,""
EBF_亚热带常绿阔叶林_哀牢山,H,,Wm-2,,""
EBF_亚热带常绿阔叶林_哀牢山,ET,,gm-2s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,Ta,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,Ta_canopy,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,RH,,%,,""
EBF_亚热带常绿阔叶林_哀牢山,RH_canopy,,%,,""
EBF_亚热带常绿阔叶林_哀牢山,ea,,kpa,,""
EBF_亚热带常绿阔叶林_哀牢山,ea_canopy,,kpa,,""
EBF_亚热带常绿阔叶林_哀牢山,WS,,m s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,WS_canopy,,m s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,WD,,Deg,,""
EBF_亚热带常绿阔叶林_哀牢山,Pa,,hPa,,""
EBF_亚热带常绿阔叶林_哀牢山,Rs,,W m-2,,""
EBF_亚热带常绿阔叶林_哀牢山,Rn,,W m-2,,""
EBF_亚热带常绿阔叶林_哀牢山,PAR,,μmol m-2 s-1,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_0cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_5cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_10cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_15cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_20cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_40cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_60cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,TS_100cm,,℃,,""
EBF_亚热带常绿阔叶林_哀牢山,SM_5cm,,%,,""
EBF_亚热带常绿阔叶林_哀牢山,SM_60cm,,%,,""
EBF_亚热带常绿阔叶林_哀牢山,SM_100cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,year,,,,""
EBF_亚热带常绿阔叶林_金佛山,month,,,,""
EBF_亚热带常绿阔叶林_金佛山,day,,,,""
EBF_亚热带常绿阔叶林_金佛山,hour,,,,""
EBF_亚热带常绿阔叶林_金佛山,minute,,,,""
EBF_亚热带常绿阔叶林_金佛山,NEE,,g C m-2 d-1,,""
EBF_亚热带常绿阔叶林_金佛山,RE,,g C m-2 d-1,,""
EBF_亚热带常绿阔叶林_金佛山,GPP,,g C m-2 d-1,,""
EBF_亚热带常绿阔叶林_金佛山,LE,,W m-2,,""
EBF_亚热带常绿阔叶林_金佛山,Hs,,W m-2,,""
EBF_亚热带常绿阔叶林_金佛山,Ta,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,RH,,%,,""
EBF_亚热带常绿阔叶林_金佛山,WD,,Deg,,""
EBF_亚热带常绿阔叶林_金佛山,WS,,m/s,,""
EBF_亚热带常绿阔叶林_金佛山,Pa,,hPa,,""
EBF_亚热带常绿阔叶林_金佛山,Rs,,W/m^2,,""
EBF_亚热带常绿阔叶林_金佛山,Rn,,W/m^2,,""
EBF_亚热带常绿阔叶林_金佛山,PAR,,μmol/m2/s,,""
EBF_亚热带常绿阔叶林_金佛山,Ta_canopy,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,RH_canopy,,%,,""
EBF_亚热带常绿阔叶林_金佛山,WD_canopy,,Deg,,""
EBF_亚热带常绿阔叶林_金佛山,WS_canopy,,m/s,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_10cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_20cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_40cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_60cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_80cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_120cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,Ts_160cm,,Deg C,,""
EBF_亚热带常绿阔叶林_金佛山,SM_10cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,SM_20cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,SM_40cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,SM_60cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,SM_80cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,SM_120cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,SM_160cm,,%,,""
EBF_亚热带常绿阔叶林_金佛山,Prcp,,mm,,""
ENF_北方林森林_呼中,year,,-,,""
ENF_北方林森林_呼中,month,,-,,""
ENF_北方林森林_呼中,day,,-,,""
ENF_北方林森林_呼中,hour,,-,,""
ENF_北方林森林_呼中,minute,,-,,""
ENF_北方林森林_呼中,NEE_raw,,mg.CO2.m-2.s-1,,""
ENF_北方林森林_呼中,LE_raw,,W m-2,,""
ENF_北方林森林_呼中,Hs_raw,,W m-2,,""
ENF_北方林森林_呼中,NEE,,mg.CO2.m-2.s-1,,""
ENF_北方林森林_呼中,RE,,mg.CO2.m-2.s-1,,""
ENF_北方林森林_呼中,GEE,,mg.CO2.m-2.s-1,,""
ENF_北方林森林_呼中,LE,,W.m-2,,""
ENF_北方林森林_呼中,Hs,,W.m-2,,""
ENF_北方林森林_呼中,Ta_34m,,C,,""
ENF_北方林森林_呼中,Ta_canopy,,C,,""
ENF_北方林森林_呼中,Ta_15m,,C,,""
ENF_北方林森林_呼中,Ta,,C,,""
ENF_北方林森林_呼中,RH_34m,,%,,""
ENF_北方林森林_呼中,RH_canopy,,%,,""
ENF_北方林森林_呼中,RH_15m,,%,,""
ENF_北方林森林_呼中,RH,,%,,""
ENF_北方林森林_呼中,Pa,,hpa,,""
ENF_北方林森林_呼中,WS_canopy,,m/s,,""
ENF_北方林森林_呼中,WD_canopy,,degrees,,""
ENF_北方林森林_呼中,Rs,,W/m^2,,""
ENF_北方林森林_呼中,Rn,,W/m^2,,""
ENF_北方林森林_呼中,PAR,,umol/s/m2,,""
ENF_北方林森林_呼中,Ts_5cm,,C,,""
ENF_北方林森林_呼中,Ts_10cm,,C,,""
ENF_北方林森林_呼中,Ts_20cm,,C,,""
ENF_北方林森林_呼中,Ts_50cm,,C,,""
ENF_北方林森林_呼中,Ts_100cm,,C,,""
ENF_北方林森林_呼中,SM_10cm,,m^3 m^-3,,""
ENF_北方林森林_呼中,SM_20cm,,m^3 m^-3,,""
ENF_北方林森林_呼中,SM_30cm,,m^3 m^-3,,""
ENF_北方林森林_呼中,SM_50cm,,m^3 m^-3,,""
ENF_北方林森林_呼中,SM_100cm,,m^3 m^-3,,""
ENF_北方林森林_呼中,Prcp,,mm,,""
ENF_人工针叶林_千烟洲,year,,/,,""
ENF_人工针叶林_千烟洲,month,,/,,""
ENF_人工针叶林_千烟洲,day,,/,,""
ENF_人工针叶林_千烟洲,hour,,/,,""
ENF_人工针叶林_千烟洲,minute,,/,,""
ENF_人工针叶林_千烟洲,NEE,,mg CO2 m-2 s-1,,""
ENF_人工针叶林_千烟洲,RE,,mg CO2 m-2 s-1,,""
ENF_人工针叶林_千烟洲,GEE,,mg CO2 m-2 s-1,,""
ENF_人工针叶林_千烟洲,LE,,W m-2,,""
ENF_人工针叶林_千烟洲,Hs,,W m-2,,""
ENF_人工针叶林_千烟洲,Ta,,℃,,""
ENF_人工针叶林_千烟洲,Ta_canopy,,℃,,""
ENF_人工针叶林_千烟洲,RH,,%,,""
ENF_人工针叶林_千烟洲,RH_canopy,,%,,""
ENF_人工针叶林_千烟洲,ea,,kpa,,""
ENF_人工针叶林_千烟洲,ea_canopy,,kpa,,""
ENF_人工针叶林_千烟洲,WS,,	m s-1,,""
ENF_人工针叶林_千烟洲,WS_canopy,,m s-1,,""
ENF_人工针叶林_千烟洲,WD,,Deg,,""
ENF_人工针叶林_千烟洲,Pa,,kpa,,""
ENF_人工针叶林_千烟洲,Rs,,W m-2,,""
ENF_人工针叶林_千烟洲,Rn,,W m-2,,""
ENF_人工针叶林_千烟洲,PAR,,μmol m-2 s-1,,""
ENF_人工针叶林_千烟洲,TS_5cm,,℃,,""
ENF_人工针叶林_千烟洲,TS_10cm,,℃,,""
ENF_人工针叶林_千烟洲,TS_20cm,,℃,,""
ENF_人工针叶林_千烟洲,TS_50cm,,℃,,""
ENF_人工针叶林_千烟洲,TS_100cm,,℃,,""
ENF_人工针叶林_千烟洲,SM_5cm,,m3 m-3,,""
ENF_人工针叶林_千烟洲,SM_20cm,,m3 m-3,,""
ENF_人工针叶林_千烟洲,SM_50cm,,m3 m-3,,""
ENF_人工针叶林_千烟洲,Prcp,,mm,,""
ENF_人工针叶林_千烟洲,SM_10cm,,,,""
ENF_人工针叶林_燕山,year,,/,,""
ENF_人工针叶林_燕山,month,,/,,""
ENF_人工针叶林_燕山,day,,/,,""
ENF_人工针叶林_燕山,hour,,/,,""
ENF_人工针叶林_燕山,minute,,/,,""
ENF_人工针叶林_燕山,NEE_raw,,mg.CO2.m-2.s-1,,""
ENF_人工针叶林_燕山,LE_raw,,W m-2,,""
ENF_人工针叶林_燕山,Hs_raw,,W m-2,,""
ENF_人工针叶林_燕山,NEE,,mg.CO2.m-2.s-1,,""
ENF_人工针叶林_燕山,GEE,,mg.CO2.m-2.s-1,,""
ENF_人工针叶林_燕山,RE,,mg.CO2.m-2.s-1,,""
ENF_人工针叶林_燕山,LE,,W.m-2,,""
ENF_人工针叶林_燕山,Hs,,W.m-2,,""
ENF_人工针叶林_燕山,Ta,,℃,,""
ENF_人工针叶林_燕山,Ta_2,,℃,,""
ENF_人工针叶林_燕山,Ta_3,,℃,,""
ENF_人工针叶林_燕山,Ta_4,,℃,,""
ENF_人工针叶林_燕山,Ta_canopy,,℃,,""
ENF_人工针叶林_燕山,Ta_6,,℃,,""
ENF_人工针叶林_燕山,Ta_7,,℃,,""
ENF_人工针叶林_燕山,RH,,%,,""
ENF_人工针叶林_燕山,RH_2,,%,,""
ENF_人工针叶林_燕山,RH_3,,%,,""
ENF_人工针叶林_燕山,RH_4,,%,,""
ENF_人工针叶林_燕山,RH_canopy,,%,,""
ENF_人工针叶林_燕山,RH_6,,%,,""
ENF_人工针叶林_燕山,RH_7,,%,,""
ENF_人工针叶林_燕山,WS,,m s-1,,""
ENF_人工针叶林_燕山,WS_2,,m s-1,,""
ENF_人工针叶林_燕山,WS_3,,m s-1,,""
ENF_人工针叶林_燕山,WS_4,,m s-1,,""
ENF_人工针叶林_燕山,WS_canopy,,m s-1,,""
ENF_人工针叶林_燕山,WS_6,,m s-1,,""
ENF_人工针叶林_燕山,WS_7,,m s-1,,""
ENF_人工针叶林_燕山,WD_7,,°,,""
ENF_人工针叶林_燕山,Pa,,kPa,,""
ENF_人工针叶林_燕山,Q,,W m-2,,""
ENF_人工针叶林_燕山,Rs,,W m-2,,""
ENF_人工针叶林_燕山,Rs_out,,W m-2,,""
ENF_人工针叶林_燕山,Rln_in,,W m-2,,""
ENF_人工针叶林_燕山,Rln_out,,W m-2,,""
ENF_人工针叶林_燕山,Rn,,W m-2,,""
ENF_人工针叶林_燕山,Ts_5cm,,℃,,""
ENF_人工针叶林_燕山,Ts_10cm,,℃,,""
ENF_人工针叶林_燕山,Ts_20cm,,℃,,""
ENF_人工针叶林_燕山,Ts_40cm,,℃,,""
ENF_人工针叶林_燕山,Ts_60cm,,℃,,""
ENF_人工针叶林_燕山,G_2cm,,W m-2,,""
ENF_人工针叶林_燕山,G_5cm,,W m-2,,""
ENF_人工针叶林_燕山,SM_5cm,,m3 m-3,,""
ENF_人工针叶林_燕山,SM_10cm,,m3 m-3,,""
ENF_人工针叶林_燕山,SM_20cm,,m3 m-3,,""
ENF_人工针叶林_燕山,Prcp,,mm,,""
MF_乔灌混交林_燕山,year,,/,,""
MF_乔灌混交林_燕山,month,,/,,""
MF_乔灌混交林_燕山,day,,/,,""
MF_乔灌混交林_燕山,hour,,/,,""
MF_乔灌混交林_燕山,minute,,/,,""
MF_乔灌混交林_燕山,NEE_raw,,mg.CO2.m-2.s-1,,""
MF_乔灌混交林_燕山,LE_raw,,W m-2,,""
MF_乔灌混交林_燕山,Hs_raw,,W m-2,,""
MF_乔灌混交林_燕山,NEE,,mg.CO2.m-2.s-1,,""
MF_乔灌混交林_燕山,GEE,,mg.CO2.m-2.s-1,,""
MF_乔灌混交林_燕山,RE,,mg.CO2.m-2.s-1,,""
MF_乔灌混交林_燕山,LE,,W.m-2,,""
MF_乔灌混交林_燕山,Hs,,W.m-2,,""
MF_乔灌混交林_燕山,Ta,,℃,,""
MF_乔灌混交林_燕山,Ta_2,,℃,,""
MF_乔灌混交林_燕山,Ta_3,,℃,,""
MF_乔灌混交林_燕山,Ta_4,,℃,,""
MF_乔灌混交林_燕山,Ta_canopy,,℃,,""
MF_乔灌混交林_燕山,Ta_6,,℃,,""
MF_乔灌混交林_燕山,Ta_7,,℃,,""
MF_乔灌混交林_燕山,RH,,%,,""
MF_乔灌混交林_燕山,RH_2,,%,,""
MF_乔灌混交林_燕山,RH_3,,%,,""
MF_乔灌混交林_燕山,RH_4,,%,,""
MF_乔灌混交林_燕山,RH_canopy,,%,,""
MF_乔灌混交林_燕山,RH_6,,%,,""
MF_乔灌混交林_燕山,RH_7,,%,,""
MF_乔灌混交林_燕山,WS,,m s-1,,""
MF_乔灌混交林_燕山,WS_2,,m s-1,,""
MF_乔灌混交林_燕山,WS_3,,m s-1,,""
MF_乔灌混交林_燕山,WS_4,,m s-1,,""
MF_乔灌混交林_燕山,WS_canopy,,m s-1,,""
MF_乔灌混交林_燕山,WS_6,,m s-1,,""
MF_乔灌混交林_燕山,WS_7,,m s-1,,""
MF_乔灌混交林_燕山,WD_7,,°,,""
MF_乔灌混交林_燕山,Pa,,kPa,,""
MF_乔灌混交林_燕山,Q,,W m-2,,""
MF_乔灌混交林_燕山,Rs,,W m-2,,""
MF_乔灌混交林_燕山,Rs_out,,W m-2,,""
MF_乔灌混交林_燕山,Rln_in,,W m-2,,""
MF_乔灌混交林_燕山,Rln_out,,W m-2,,""
MF_乔灌混交林_燕山,Rn,,W m-2,,""
MF_乔灌混交林_燕山,Ts_5cm,,℃,,""
MF_乔灌混交林_燕山,Ts_10cm,,℃,,""
MF_乔灌混交林_燕山,Ts_20cm,,℃,,""
MF_乔灌混交林_燕山,Ts_40cm,,℃,,""
MF_乔灌混交林_燕山,Ts_60cm,,℃,,""
MF_乔灌混交林_燕山,G_2cm,,W m-2,,""
MF_乔灌混交林_燕山,G_5cm,,W m-2,,""
MF_乔灌混交林_燕山,SM_5cm,,m3 m-3,,""
MF_乔灌混交林_燕山,SM_10cm,,m3 m-3,,""
MF_乔灌混交林_燕山,SM_20cm,,m3 m-3,,""
MF_乔灌混交林_燕山,Prcp,,mm,,""
MF_针阔混交_鼎湖山,year,,/,,""
MF_针阔混交_鼎湖山,month,,/,,""
MF_针阔混交_鼎湖山,day,,/,,""
MF_针阔混交_鼎湖山,hour,,/,,""
MF_针阔混交_鼎湖山,minute,,/,,""
MF_针阔混交_鼎湖山,NEE,,mg CO2 m-2 s-1,,""
MF_针阔混交_鼎湖山,RE,,mg CO2 m-2 s-1,,""
MF_针阔混交_鼎湖山,GEE,,mg CO2 m-2 s-1,,""
MF_针阔混交_鼎湖山,LE,,W m-2,,""
MF_针阔混交_鼎湖山,Hs,,W m-2,,""
MF_针阔混交_鼎湖山,Ta,,℃,,""
MF_针阔混交_鼎湖山,Ta_canopy,,℃,,""
MF_针阔混交_鼎湖山,RH,,%,,""
MF_针阔混交_鼎湖山,RH_canopy,,%,,""
MF_针阔混交_鼎湖山,ea,,kpa,,""
MF_针阔混交_鼎湖山,ea_canopy,,kpa,,""
MF_针阔混交_鼎湖山,WS,,m s-1,,""
MF_针阔混交_鼎湖山,WS_canopy,,m s-1,,""
MF_针阔混交_鼎湖山,WD,,Deg,,""
MF_针阔混交_鼎湖山,Pa,,kpa,,""
MF_针阔混交_鼎湖山,Rs,,W m-2,,""
MF_针阔混交_鼎湖山,Rn,,W m-2,,""
MF_针阔混交_鼎湖山,PAR,,μmol m-2 s-1,,""
MF_针阔混交_鼎湖山,TS_5cm,,℃,,""
MF_针阔混交_鼎湖山,TS_10cm,,℃,,""
MF_针阔混交_鼎湖山,TS_15cm,,℃,,""
MF_针阔混交_鼎湖山,TS_20cm,,℃,,""
MF_针阔混交_鼎湖山,TS_40cm,,℃,,""
MF_针阔混交_鼎湖山,SM_5cm,,m3 m-3,,""
MF_针阔混交_鼎湖山,SM_20cm,,m3 m-3,,""
MF_针阔混交_鼎湖山,SM_40cm,,m3 m-3,,""
MF_针阔混交_鼎湖山,Prcp,,mm,,""
MF_针阔混交_长白山,year,,/,,""
MF_针阔混交_长白山,month,,/,,""
MF_针阔混交_长白山,day,,/,,""
MF_针阔混交_长白山,hour,,/,,""
MF_针阔混交_长白山,minute,,/,,""
MF_针阔混交_长白山,NEE_raw,,mg.CO2.m-2.s-1,,""
MF_针阔混交_长白山,LE_raw,,W m-2,,""
MF_针阔混交_长白山,Hs_raw,,W m-2,,""
MF_针阔混交_长白山,NEE,,mg.CO2.m-2.s-1,,""
MF_针阔混交_长白山,RE,,mg.CO2.m-2.s-1,,""
MF_针阔混交_长白山,GEE,,mg.CO2.m-2.s-1,,""
MF_针阔混交_长白山,LE,,W m-2,,""
MF_针阔混交_长白山,Hs,,W m-2,,""
MF_针阔混交_长白山,Ta,,℃,,""
MF_针阔混交_长白山,Ta_2,,℃,,""
MF_针阔混交_长白山,Ta_3,,℃,,""
MF_针阔混交_长白山,Ta_4,,℃,,""
MF_针阔混交_长白山,Ta_canopy,,℃,,""
